"name","country.etc","long","lat"
"Madzarevo","Croatia",16.31,46.17
"Madzarovo","Bulgaria",25.88,41.64
"Maeltkula","Estonia",25.65,58.34
"Maesteg","UK",-3.66,51.61
"Maetaguse","Estonia",27.27,59.23
"Mafra","Brazil",-49.81,-26.11
"Mafra","Portugal",-9.32,38.93
"Magadan","Russia",150.8,59.57
"Magdeburg","Germany",11.62,52.13
"Magden","Switzerland",7.8,47.53
"Mage","Brazil",-43.05,-22.65
"Magenta","Italy",8.87,45.47
"Magherafelt","UK",-6.6,54.77
"Maghull-Lydiate","UK",-2.94,53.52
"Magione","Italy",12.2,43.14
"Maglaj","Bosnia and Herzegovina",18.1,44.55
"Maglajani","Bosnia and Herzegovina",17.35,44.95
"Maglavit","Romania",23.1,44.03
"Maglie","Italy",18.29,40.12
"Magliz","Bulgaria",25.54,42.61
"Maglod","Hungary",19.37,47.45
"Magnitogorsk","Russia",58.97,53.42
"Magnor","Norway",12.22,59.96
"Magny-les-Hameaux","France",2.07,48.73
"Magocs","Hungary",18.23,46.35
"Magoula","Greece",22.42,37.08
"Magoula","Greece",23.83,38.42
"Magoula","Greece",23.52,38.08
"Magura","Romania",26.58,45.27
"Magurele","Romania",26.03,45.1
"Magurele","Romania",26.03,44.35
"Magureni","Romania",25.73,45.07
"Magyarbanhegyes","Hungary",20.96,46.46
"Mahale","Bosnia and Herzegovina",18.26,44.01
"Mahdalynivka","Ukraine",34.93,48.88
"Mahmudia","Romania",29.08,45.08
"Mahon","Spain",4.25,39.89
"Maia","Portugal",-8.62,41.24
"Maicanesti","Romania",27.5,45.5
"Maidenhead","UK",-0.74,51.53
"Maidla","Estonia",27.03,59.31
"Maidla","Estonia",24.62,59.23
"Maidstone","UK",0.51,51.28
"Maienfeld","Switzerland",9.53,47.02
"Maieru","Romania",24.75,47.4
"Maintal","Germany",8.9,50.16
"Mainvillier","France",1.45,48.45
"Mainz","Germany",8.26,50
"Mairena del Alcor","Spain",-5.75,37.37
"Mairena del Aljarafe","Spain",-6.07,37.34
"Mairinque","Brazil",-47.17,-23.55
"Mairipora","Brazil",-46.59,-23.32
"Maisons-Alfort","France",2.44,48.81
"Maisons-Laffitte","France",2.14,48.95
"Maizieres-les-Metz","France",6.15,49.21
"Majadahonda","Spain",-3.87,40.47
"Majdanpek","Serbia",21.94,44.42
"Majur","Serbia",19.65,44.77
"Makariv","Ukraine",29.82,50.47
"Makarska","Croatia",17.02,43.3
"Makhachkala","Russia",47.5,42.98
"Makhinjauri","Georgia",41.71,41.67
"Makiyivka","Ukraine",37.97,48.03
"Maklar","Hungary",20.41,47.81
"Mako","Hungary",20.47,46.22
"Makow Mazowiecki","Poland",21.1,52.86
"Makrakomi","Greece",22.12,38.93
"Makrikhorion","Greece",21.97,39.44
"Makrikhorion","Greece",22.48,39.8
"Makrisia","Greece",21.6,37.62
"Makriyialos","Greece",22.6,40.42
"Makrokhorion","Greece",22.25,40.55
"Maksa","Estonia",26.98,58.38
"Mala Bilozerka","Ukraine",34.93,47.25
"Mala Danylivka","Ukraine",36.16,50.07
"Mala Kladusa","Bosnia and Herzegovina",15.86,45.13
"Mala Vyska","Ukraine",31.63,48.65
"Malacky","Slovakia",17.02,48.44
"Malaga","Spain",-4.42,36.72
"Malagon","Spain",-3.85,39.17
"Malahide","Ireland",-6.16,53.45
"Malakhovka","Russia",38.02,55.65
"Malakoff","France",2.3,48.82
"Malakonta","Greece",23.77,38.4
"Malans","Switzerland",9.57,46.97
"Malbork","Poland",19.04,54.04
"Malda","Estonia",24.31,58.44
"Maldaeni","Romania",24.93,44.12
"Maldegem","Belgium",3.45,51.22
"Maldon","UK",0.68,51.72
"Male Svatonovice","Czech Republic",16.05,50.53
"Malesici","Bosnia and Herzegovina",18.27,44.74
"Malesina","Greece",23.23,38.62
"Malgobek","Russia",44.58,43.54
"Malgrat de Mar","Spain",2.74,41.65
"Mali Idos","Serbia",19.67,45.71
"Mali Zvornik","Serbia",19.12,44.4
"Malia","Greece",25.47,35.28
"Malini","Romania",26.08,47.47
"Maliq","Albania",20.68,40.72
"Malko Tarnovo","Bulgaria",27.53,41.98
"Malleray","Switzerland",7.27,47.23
"Mallikvere","Estonia",25.97,58.68
"Malling","Denmark",10.17,56.03
"Mallow","Ireland",-8.66,52.14
"Malm","Norway",11.21,64.08
"Malmedy","Belgium",6.03,50.42
"Malmo","Sweden",13.02,55.61
"Malnas","Romania",25.83,46.02
"Malnate","Italy",8.87,45.8
"Malo","Italy",11.39,45.65
"Malov","Denmark",12.33,55.75
"Maloy","Norway",5.11,61.93
"Maloyaroslavets","Russia",36.47,55.01
"Malpica de Bergantinos","Spain",-8.8,43.32
"Malsice","Czech Republic",14.58,49.37
"Maltby","UK",-1.2,53.42
"Malters","Switzerland",8.18,47.04
"Malu Mare","Romania",23.87,44.23
"Malureni","Romania",24.8,45.1
"Malveira","Portugal",-9.24,38.93
"Malvik","Norway",10.68,63.43
"Malyi","Hungary",20.83,48.02
"Malyn","Ukraine",29.23,50.77
"Malynivka","Ukraine",36.72,49.8
"Mamanguape","Brazil",-35.14,-6.85
"Mamayivtsi","Ukraine",25.81,48.35
"Mamer","Luxembourg",6.02,49.63
"Mammaste","Estonia",27.05,58.07
"Mamurras","Albania",19.68,41.57
"Man'kivka","Ukraine",30.34,48.96
"Manacapuru","Brazil",-60.62,-3.29
"Manacor","Spain",3.2,39.57
"Manage","Belgium",4.22,50.5
"Manasia","Romania",26.67,44.7
"Manastirea","Romania",26.9,44.22
"Manastirea Casin","Romania",26.68,46.15
"Manaus","Brazil",-60.02,-3.12
"Mancha Real","Spain",-3.62,37.78
"Manchester","UK",-2.25,53.48
"Mandaguari","Brazil",-51.68,-23.53
"Mandal","Norway",7.44,58.03
"Mandalon","Greece",22.21,40.86
"Mandelieu-la-Napoule","France",6.93,43.56
"Mandok","Hungary",22.2,48.32
"Mandra","Greece",23.5,38.07
"Manduria","Italy",17.62,40.4
"Maneciu","Romania",25.98,45.32
"Manerbio","Italy",10.13,45.36
"Manesti","Romania",25.28,44.97
"Manesti","Romania",25.85,44.87
"Manevychi","Ukraine",25.52,51.3
"Manfredonia","Italy",15.9,41.63
"Mangalia","Romania",28.58,43.83
"Mangaratiba","Brazil",-44.04,-22.96
"Manger","Norway",5.04,60.64
"Manglisi","Georgia",44.38,41.69
"Mangotsfield","UK",-2.5,51.48
"Mangualde","Portugal",-7.76,40.6
"Manhay","Belgium",5.67,50.3
"Manhuacu","Brazil",-42.04,-20.26
"Manhush","Ukraine",37.3,47.05
"Maniakoi","Greece",21.25,40.5
"Manilva","Spain",-5.25,36.38
"Manises","Spain",-0.45,39.49
"Manlleu","Spain",2.28,42
"Mannamaa","Estonia",22.64,58.83
"Mannedorf","Switzerland",8.69,47.27
"Mannheim","Germany",8.47,49.5
"Manniku","Estonia",24.68,59.34
"Manolas","Greece",21.35,38.05
"Manosque","France",5.77,43.84
"Manresa","Spain",1.81,41.74
"Mansfield","UK",-1.21,53.15
"Mansfield Woodhouse","UK",-1.2,53.17
"Manternach","Luxembourg",6.42,49.7
"Mantes-la-Jolie","France",1.7,48.99
"Mantes-la-Ville","France",1.7,48.96
"Mantoudion","Greece",23.48,38.8
"Mantova","Italy",10.79,45.16
"Mantsala","Finland",25.3,60.65
"Manturovo","Russia",44.76,58.34
"Mantyharju","Finland",26.88,61.42
"Many","Hungary",18.67,47.55
"Manzanares","Spain",-3.38,39
"Manzanares el Real","Spain",-3.87,40.73
"Mar'yinka","Ukraine",37.54,47.93
"Maraba","Brazil",-49.13,-5.34
"Maracaju","Brazil",-55.18,-21.61
"Maracanau","Brazil",-38.64,-3.89
"Maracas","Brazil",-40.44,-13.44
"Maracena","Spain",-3.64,37.2
"Maracineni","Romania",26.8,45.2
"Maramaa","Estonia",26.68,58.44
"Maranello","Italy",10.87,44.53
"Maranguape","Brazil",-38.71,-3.96
"Marano di Napoli","Italy",14.18,40.9
"Marasesti","Romania",27.23,45.88
"Marataizes","Brazil",-40.84,-21.03
"Marathokambos","Greece",26.69,37.73
"Marathon","Greece",23.97,38.15
"Marau","Brazil",-52.21,-28.45
"Marbach","Germany",9.26,48.94
"Marbella","Spain",-4.89,36.52
"Marburg","Germany",8.77,50.8
"Marcali","Hungary",17.42,46.58
"Marcana","Croatia",13.95,44.96
"Marcelji","Croatia",14.39,45.4
"March","UK",0.08,52.55
"Marche-en-Famenne","Belgium",5.33,50.2
"Marchena","Spain",-5.42,37.33
"Marchin","Belgium",5.23,50.47
"Marchtrenk","Austria",14.11,48.19
"Marcianise","Italy",14.28,41.04
"Marck","France",1.96,50.95
"Marcon","Italy",12.3,45.57
"Marcq-en-Baroeul","France",3.07,50.67
"Marechal Candido Rondon","Brazil",-54.07,-24.56
"Marechal Deodoro","Brazil",-35.9,-9.72
"Margaride","Portugal",-8.19,41.37
"Margate","UK",1.4,51.39
"Margherita di Savoia","Italy",16.12,41.38
"Marghita","Romania",22.34,47.36
"Marginea","Romania",25.82,47.82
"Margineni","Romania",26.9,46.6
"Margraten","Netherlands",5.82,50.83
"Marhanets'","Ukraine",34.64,47.64
"Maria Enzersdorf","Austria",16.29,48.11
"Mariager","Denmark",10,56.65
"Marialva","Brazil",-51.7,-23.47
"Mariana","Brazil",-43.42,-20.38
"Mariano Comense","Italy",9.17,45.7
"Marianske Lazne","Czech Republic",12.7,49.97
"Mariapocs","Hungary",22.03,47.88
"Maribo","Denmark",11.52,54.77
"Maribor","Slovenia",15.64,46.55
"Marica","Brazil",-42.82,-22.92
"Maricka","Bosnia and Herzegovina",16.84,44.87
"Marienthal","Luxembourg",6.06,49.71
"Mariestad","Sweden",13.82,58.71
"Marigliano","Italy",14.44,40.94
"Marignane","France",5.22,43.42
"Mariinsk","Russia",87.75,56.21
"Marijampole","Lithuania",23.34,54.56
"Marijanci","Croatia",18.29,45.67
"Marilia","Brazil",-49.95,-22.21
"Marin","Spain",-8.7,42.4
"Marin-Epagnier","Switzerland",7,47.02
"Marina","Croatia",16.45,43.35
"Maringa","Brazil",-51.93,-23.41
"Marinha Grande","Portugal",-8.93,39.75
"Marinhais","Portugal",-8.69,39.05
"Marinhas","Portugal",-8.77,41.55
"Marinici","Croatia",14.39,45.37
"Marino","Italy",12.65,41.77
"Maritsa","Greece",28.12,36.36
"Mariupol'","Ukraine",37.55,47.1
"Marjamaa","Estonia",24.43,58.9
"Market Deeping","UK",-0.3,52.67
"Market Drayton","UK",-2.47,52.9
"Market Harborough","UK",-0.92,52.47
"Marki","Poland",21.11,52.33
"Markivka","Ukraine",39.57,49.53
"Markkleeberg","Germany",12.37,51.29
"Markopoulon","Greece",23.83,38.28
"Markopoulon","Greece",23.93,37.88
"Marks","Russia",46.72,51.71
"Marktoberdorf","Germany",10.62,47.78
"Marktredwitz","Germany",12.08,50
"Markusica","Croatia",18.71,45.37
"Markvartovice","Czech Republic",18.23,49.9
"Marl","Germany",7.12,51.68
"Marlow","UK",-0.77,51.57
"Marly","France",6.15,49.07
"Marly","France",3.55,50.35
"Marly","Switzerland",7.16,46.78
"Marly-le-Roi","France",2.07,48.87
"Marmande","France",0.15,44.5
"Marmolejo","Spain",-4.17,38.05
"Marnach","Luxembourg",6.06,50.05
"Marneuli","Georgia",44.8,41.47
"Maromme","France",1.02,49.48
"Maroslele","Hungary",20.34,46.27
"Marostica","Italy",11.65,45.76
"Marple","UK",-2.07,53.4
"Marquette-lez-Lille","France",3.07,50.66
"Marratxi","Spain",2.8,39.65
"Marsa","Malta",14.49,35.88
"Marsala","Italy",12.43,37.81
"Marsani","Romania",24.02,44.02
"Marsascala","Malta",14.56,35.87
"Marsaxlokk","Malta",14.54,35.84
"Marsberg","Germany",8.86,51.46
"Marsciano","Italy",12.33,42.92
"Marseille","France",5.37,43.31
"Marsens","Switzerland",7.07,46.65
"Marshyntsi","Ukraine",26.28,48.21
"Marske-by-the-Sea","UK",-1.02,54.59
"Marslet","Denmark",10.17,56.07
"Marsta","Sweden",17.84,59.63
"Marstal","Denmark",10.52,54.85
"Marstetten","Switzerland",9.07,47.6
"Martelange","Belgium",5.73,49.83
"Martellago","Italy",12.15,45.55
"Martfu","Hungary",20.28,47.02
"Marthalen","Switzerland",8.65,47.62
"Martigny","Switzerland",7.06,46.11
"Martigny-Combe","Switzerland",7.08,46.08
"Martigues","France",5.04,43.41
"Martin","Croatia",18.07,45.49
"Martin","Slovakia",18.91,49.07
"Martina Franca","Italy",17.33,40.71
"Martinon","Greece",23.22,38.57
"Martinsicuro","Italy",13.91,42.89
"Martna","Estonia",23.8,58.86
"Martonvasar","Hungary",18.78,47.32
"Martorell","Spain",1.93,41.47
"Martos","Spain",-3.98,37.72
"Marttila","Finland",22.9,60.58
"Martvili","Georgia",42.37,42.4
"Maryport","UK",-3.5,54.7
"Masalli","Azerbaijan",48.66,39.02
"Masandra","Ukraine",34.18,44.52
"Mascali","Italy",15.2,37.75
"Mascalucia","Italy",15.05,37.57
"Masku","Finland",22.1,60.57
"Maslovare","Bosnia and Herzegovina",17.53,44.57
"Masquefa","Spain",1.82,41.5
"Massa","Italy",10.15,44.06
"Massa Lubrense","Italy",14.33,40.6
"Massafra","Italy",17.08,40.61
"Massagno","Switzerland",8.94,46.02
"Massamagrell","Spain",-0.33,39.58
"Massape","Brazil",-40.35,-3.53
"Massarosa","Italy",10.33,43.87
"Masseler","Luxembourg",6.03,49.93
"Massiaru","Estonia",24.59,58
"Massy","France",2.27,48.72
"Mastacani","Romania",28.03,45.78
"Mastaga","Azerbaijan",49.99,40.54
"Masti","Estonia",24.72,59.18
"Mata de Sao Joao","Brazil",-38.3,-12.54
"Matadepera","Spain",2.03,41.6
"Matao","Brazil",-48.37,-21.58
"Matapera","Estonia",25.58,58.3
"Mataranka","Greece",22.07,39.4
"Mataranka","Greece",21.47,38.52
"Mataro","Spain",2.44,41.54
"Mataruska Banja","Serbia",20.61,43.69
"Matasari","Romania",23.08,44.85
"Matasaru","Romania",25.42,44.72
"Matca","Romania",27.53,45.85
"Matera","Italy",16.6,40.67
"Mateszalka","Hungary",22.33,47.96
"Mateus Leme","Brazil",-44.43,-19.99
"Matinhos","Brazil",-48.56,-25.83
"Matino","Italy",18.13,40.04
"Matlock","UK",-1.55,53.14
"Matosinhos","Portugal",-8.7,41.18
"Matozinhos","Brazil",-44.12,-19.58
"Matraderecske","Hungary",20.08,47.95
"Matranovak","Hungary",19.98,48.04
"Matraterenye","Hungary",19.93,48.05
"Matraverebely","Hungary",19.77,47.99
"Matrei","Austria",12.54,47
"Matten bei Interlaken","Switzerland",7.87,46.67
"Mattersburg","Austria",16.39,47.73
"Matulji","Croatia",14.33,45.36
"Matusiv","Ukraine",31.58,49.05
"Matveyev Kurgan","Russia",38.87,47.56
"Matzingen","Switzerland",8.93,47.52
"Maua","Brazil",-46.46,-23.66
"Maubeuge","France",3.95,50.28
"Maues","Brazil",-57.72,-3.39
"Mauguio","France",4.01,43.62
"Maulusmuehle","Luxembourg",6.02,50.09
"Maur","Switzerland",8.67,47.33
"Maura","Norway",11.04,60.26
"Maurepas","France",1.9,48.76
"Maurodendrion","Greece",22.24,40.54
"Maurokhori","Greece",21.32,40.52
"Maurommation","Greece",21.7,39.42
"Maurommation","Greece",23.13,38.32
"Maurothalassa","Greece",23.75,40.9
"Mavrodin","Romania",25.25,44.03
"Mavrovi Anovi","North Macedonia",20.73,41.7
"Maxeville","France",6.17,48.72
"Mayaky","Ukraine",29.56,47.44
"Mayen","Germany",7.22,50.33
"Mayenne","France",-0.62,48.31
"Maykop","Russia",40.11,44.61
"Mayma","Russia",85.92,52.05
"Maynooth","Ireland",-6.6,53.38
"Mayskiy","Russia",44.07,43.68
"Mazamet","France",2.36,43.49
"Mazara del Vallo","Italy",12.59,37.67
"Mazarron","Spain",-1.32,37.6
"Mazeikiai","Lithuania",22.34,56.33
"Mazsalaca","Latvia",25.04,57.87
"Mazzarino","Italy",14.21,37.31
"Mdina","Malta",14.4,35.89
"Meadela","Portugal",-8.79,41.7
"Mealhada","Portugal",-8.44,40.37
"Meaux","France",2.88,48.96
"Mece","Croatia",18.72,45.62
"Mechelen","Belgium",4.47,51.03
"Mecher","Luxembourg",5.87,49.92
"Mechernich","Germany",6.65,50.6
"Meckenheim","Germany",7.01,50.64
"Meco","Spain",-3.33,40.55
"Meda","Italy",9.15,45.67
"Medernach","Luxembourg",6.21,49.8
"Medgidia","Romania",28.28,44.25
"Medgyesegyhaza","Hungary",21.03,46.5
"Medianeira","Brazil",-54.12,-25.27
"Medias","Romania",24.36,46.17
"Medicina","Italy",11.63,44.48
"Mediesu Aurit","Romania",23.15,47.78
"Medina del Campo","Spain",-4.92,41.31
"Medina-Sidonia","Spain",-5.92,36.45
"Medingen","Luxembourg",6.24,49.57
"Medlov","Czech Republic",17.07,49.78
"Mednogorsk","Russia",57.58,51.42
"Medrese","Azerbaijan",48.56,40.61
"Medulin","Croatia",13.94,44.82
"Medveda","Serbia",21.08,43.63
"Medvedevo","Russia",47.82,56.63
"Medvedovskaya","Russia",39.03,45.45
"Medvezhyegorsk","Russia",34.45,62.92
"Medvode","Slovenia",14.43,46.13
"Medzev","Slovakia",20.89,48.7
"Medzilaborce","Slovakia",21.91,49.27
"Meegomae","Estonia",27,57.8
"Meeksi","Estonia",27.43,58.23
"Meerane","Germany",12.46,50.85
"Meerbusch","Germany",6.73,51.24
"Meerhout","Belgium",5.08,51.13
"Meeri","Estonia",26.46,58.29
"Meerssen","Netherlands",5.75,50.89
"Meeuwen-Gruitrode","Belgium",5.52,51.1
"Megala Kalivia","Greece",21.79,39.5
"Megali Khora","Greece",21.37,38.63
"Megali Panayia","Greece",23.68,40.45
"Megalokhorion","Greece",21.84,39.56
"Megalopoli","Greece",22.14,37.4
"Megara","Greece",23.35,38
"Meggen","Switzerland",8.38,47.06
"Megion","Russia",76.1,61.05
"Megyaszo","Hungary",21.05,48.18
"Mehamn","Norway",27.85,71.03
"Mehikoorma","Estonia",27.47,58.23
"Mehkerek","Hungary",21.44,46.77
"Meilen","Switzerland",8.63,47.28
"Meinedo","Portugal",-8.24,41.25
"Meinerzhagen","Germany",7.65,51.12
"Meinier","Switzerland",6.23,46.23
"Meiningen","Germany",10.41,50.57
"Meiringen","Switzerland",8.18,46.74
"Meise","Belgium",4.33,50.93
"Meispelt","Luxembourg",6.05,49.69
"Meissen","Germany",13.47,51.17
"Meisterschwanden","Switzerland",8.23,47.3
"Meix-devant-Virton","Belgium",5.48,49.6
"Mejorada del Campo","Spain",-3.49,40.4
"Mekinje","Slovenia",14.62,46.23
"Melbu","Norway",14.8,68.51
"Melegnano","Italy",9.32,45.37
"Melenci","Serbia",20.32,45.51
"Melenki","Russia",41.63,55.34
"Meleski","Estonia",26.08,58.43
"Meleuz","Russia",55.92,52.97
"Melfi","Italy",15.66,41.01
"Melhus","Norway",10.29,63.3
"Meliana","Spain",-0.33,39.53
"Meligalas","Greece",21.97,37.22
"Meliki","Greece",22.4,40.52
"Melilla","Spain",-2.95,35.3
"Melilli","Italy",15.12,37.19
"Melinci","Slovenia",16.24,46.57
"Melioratyvne","Ukraine",35.37,48.6
"Melissia","Greece",23.83,38.05
"Melissokhorion","Greece",22.93,40.77
"Meliti","Greece",21.58,40.83
"Melito di Napoli","Italy",14.23,40.92
"Melitopol'","Ukraine",35.37,46.84
"Melivoia","Greece",22.8,39.75
"Melk","Austria",15.32,48.22
"Melksham","UK",-2.14,51.37
"Melle","Belgium",3.8,51
"Melle","Germany",8.35,52.2
"Mellieha","Malta",14.36,35.96
"Mellila","Finland",22.95,60.77
"Mellingen","Switzerland",8.27,47.42
"Melliste","Estonia",26.98,58.33
"Melnik","Bulgaria",23.38,41.52
"Melnik","Czech Republic",14.46,50.36
"Mels","Switzerland",8.41,47.05
"Melsomvik","Norway",10.34,59.23
"Melton Mowbray","UK",-0.9,52.77
"Melun","France",2.65,48.54
"Melykut","Hungary",19.38,46.22
"Melzo","Italy",9.42,45.51
"Memaliaj","Albania",19.97,40.35
"Memmingen","Germany",10.18,47.99
"Mena","Ukraine",32.22,51.52
"Menaldumadeel","Netherlands",5.66,53.22
"Mende","France",3.48,44.52
"Mende","Hungary",19.45,47.42
"Mendeleyevsk","Russia",52.32,55.89
"Menden","Germany",7.79,51.44
"Mendrisio","Switzerland",8.98,45.88
"Menemeni","Greece",22.9,40.66
"Menen","Belgium",3.12,50.8
"Menfi","Italy",12.97,37.6
"Menges","Slovenia",14.58,46.17
"Mengibar","Spain",-3.8,37.97
"Menin","Czech Republic",16.72,49.08
"Mennecy","France",2.41,48.56
"Mensdorf","Luxembourg",6.3,49.65
"Mentana","Italy",12.68,42.03
"Menton","France",7.48,43.79
"Menzelinsk","Russia",53.1,55.72
"Menziken","Switzerland",8.18,47.26
"Menzingen","Switzerland",8.58,47.18
"Menznau","Switzerland",8.03,47.08
"Meppel","Netherlands",6.19,52.7
"Meppen","Germany",7.3,52.7
"Merano","Italy",11.15,46.67
"Merate","Italy",9.41,45.72
"Merbes-le-Chateau","Belgium",4.16,50.33
"Mercato San Severino","Italy",14.76,40.79
"Merchtem","Belgium",4.23,50.97
"Merckholtz","Luxembourg",5.98,49.96
"Mercogliano","Italy",14.73,40.92
"Merdekan","Azerbaijan",50.14,40.49
"Merefa","Ukraine",36.05,49.82
"Merei","Romania",26.68,45.13
"Merelbeke","Belgium",3.75,51
"Meremae","Estonia",27.46,57.74
"Merenschwand","Switzerland",8.37,47.25
"Mereze","Azerbaijan",48.91,40.54
"Mericleri","Bulgaria",25.5,42.13
"Mericourt","France",2.86,50.4
"Merida","Spain",-6.34,38.92
"Merignac","France",-0.65,44.87
"Merijarvi","Finland",24.45,64.3
"Merikarvia","Finland",21.5,61.85
"Merimasku","Finland",21.87,60.48
"Merin","Czech Republic",15.88,49.38
"Merk","Hungary",22.39,47.8
"Merksplas","Belgium",4.87,51.37
"Mersch","Luxembourg",6.11,49.75
"Merscheid","Luxembourg",6.1,49.95
"Merscheid","Luxembourg",5.97,49.87
"Merseburg","Germany",11.99,51.36
"Mertert","Luxembourg",6.47,49.7
"Merthyr Tydfil","UK",-3.38,51.76
"Mertzig","Luxembourg",6,49.83
"Meru","France",2.13,49.24
"Mery-sur-Oise","France",2.2,49.07
"Merzig","Germany",6.63,49.45
"Mesagne","Italy",17.8,40.57
"Mesaria","Greece",25.45,36.4
"Meschede","Germany",8.29,51.35
"Meseista","North Macedonia",20.76,41.23
"Mesen","Belgium",2.9,50.77
"Mesimerion","Greece",23,40.42
"Mesolongion","Greece",21.43,38.37
"Mesopotamia","Greece",21.17,40.5
"Messancy","Belgium",5.82,49.6
"Messina","Italy",15.55,38.19
"Messini","Greece",22.01,37.05
"Mestec Kralove","Czech Republic",15.3,50.21
"Mestecko Trnavka","Czech Republic",16.73,49.7
"Mestia","Georgia",42.73,43.05
"Mesto Albrechtice","Czech Republic",17.57,50.17
"Mesto Touskov","Czech Republic",13.25,49.78
"Metallostroy","Russia",30.58,59.8
"Metamorfosi","Greece",23.75,38.05
"Methana","Greece",23.38,37.58
"Methoni","Greece",21.7,36.82
"Metkovic","Croatia",17.63,43.05
"Metlika","Slovenia",15.31,45.65
"Metsaaare","Estonia",24.69,58.27
"Metsakivi","Estonia",27.11,58.54
"Metsakula","Estonia",26.64,58.92
"Metsalaane","Estonia",26.39,58.25
"Metsapoole","Estonia",24.41,57.91
"Metskula","Estonia",22.55,58.57
"Metskula","Estonia",25.41,58.41
"Metsovon","Greece",21.18,39.77
"Metste","Estonia",27.04,58.02
"Mettet","Belgium",4.67,50.32
"Mettmann","Germany",6.96,51.25
"Mettmenstetten","Switzerland",8.47,47.25
"Metylovice","Czech Republic",18.33,49.62
"Metz","France",6.18,49.12
"Metzingen","Germany",9.29,48.54
"Meudon","France",2.24,48.82
"Meulebeke","Belgium",3.28,50.95
"Mexborough","UK",-1.27,53.48
"Meylan","France",5.75,45.22
"Meyrin","Switzerland",6.07,46.26
"Meyzieu","France",4.97,45.78
"Mezdra","Bulgaria",23.72,43.15
"Mezhdurechensk","Russia",88.06,53.69
"Mezhgorye","Ukraine",23.5,48.53
"Mezhova","Ukraine",36.73,48.25
"Mezibori","Czech Republic",13.58,50.62
"Mezica","Slovenia",14.85,46.52
"Mezimesti","Czech Republic",16.25,50.62
"Mezobereny","Hungary",21.02,46.83
"Mezocsat","Hungary",20.91,47.82
"Mezofalva","Hungary",18.77,46.93
"Mezohegyes","Hungary",20.82,46.32
"Mezokeresztes","Hungary",20.69,47.83
"Mezokovacshaza","Hungary",20.9,46.41
"Mezokovesd","Hungary",20.58,47.81
"Mezoszilas","Hungary",18.48,46.82
"Mezotur","Hungary",20.61,47
"Mezozombor","Hungary",21.26,48.16
"Mgarr","Malta",14.3,36.03
"Miajadas","Spain",-5.91,39.15
"Miass","Russia",60.09,55
"Miastko","Poland",16.97,54
"Mica","Romania",24.42,46.37
"Micevec","Croatia",16.07,45.75
"Michalovce","Slovakia",21.91,48.76
"Michelau","Luxembourg",6.09,49.9
"Michelbouch","Luxembourg",6.02,49.81
"Micheldorf","Austria",14.14,47.88
"Michelstadt","Germany",9.01,49.68
"Michurinsk","Russia",40.5,52.9
"Middelburg","Netherlands",3.61,51.5
"Middelfart","Denmark",9.75,55.5
"Middelharnis","Netherlands",4.15,51.76
"Middelkerke","Belgium",2.82,51.18
"Middlesbrough","UK",-1.23,54.58
"Middleton","UK",-2.21,53.56
"Middlewich","UK",-2.43,53.18
"Midleton","Ireland",-8.17,51.92
"Midsund","Norway",6.68,62.68
"Midtbygda","Norway",11.75,63.43
"Miechow","Poland",20.02,50.36
"Miedzychod","Poland",15.9,52.61
"Miedzyrzec Podlaski","Poland",22.78,51.99
"Miedzyrzecz","Poland",15.57,52.45
"Miehikkala","Finland",27.7,60.67
"Mielec","Poland",21.43,50.29
"Miercurea Nirajului","Romania",24.8,46.53
"Miercurea-Ciuc","Romania",25.81,46.37
"Mieres","Spain",-5.78,43.25
"Mietoinen","Finland",21.93,60.63
"Miguel Pereira","Brazil",-43.48,-22.46
"Miguelturra","Spain",-3.88,38.97
"Mihaesti","Romania",25,45.12
"Mihaesti","Romania",24.25,45.03
"Mihai Viteazu","Romania",23.75,46.53
"Mihail Eminescu","Romania",26.92,47.78
"Mihail Kogalniceanu","Romania",27.73,44.68
"Mihail Kogalniceanu","Romania",28.45,44.37
"Mihaileni","Romania",26.15,47.97
"Mihailesti","Romania",25.9,44.33
"Mihalyi","Hungary",17.1,47.52
"Mihovljan","Croatia",15.97,46.13
"Mihovljan","Croatia",16.45,46.41
"Miiduranna","Estonia",24.82,59.5
"Mijas","Spain",-4.64,36.6
"Mikepercs","Hungary",21.63,47.45
"Mikhaylovka","Russia",43.22,50.06
"Mikhaylovsk","Russia",42,45.14
"Mikitamae","Estonia",27.55,58
"Mikkeli","Finland",27.26,61.7
"Miklavz na Dravskem Polju","Slovenia",15.7,46.51
"Mikleus","Croatia",17.8,45.62
"Mikolow","Poland",18.97,50.23
"Mikonos","Greece",25.33,37.45
"Mikrokambos","Greece",22.77,40.84
"Mikron Monastirion","Greece",22.54,40.71
"Mikulasovice","Czech Republic",14.37,50.95
"Mikulcice","Czech Republic",17.05,48.82
"Mikulov","Czech Republic",16.63,48.8
"Mikulovice","Czech Republic",17.33,50.3
"Milan","Italy",9.19,45.48
"Miland","Norway",8.75,59.92
"Milanowek","Poland",20.66,52.13
"Milazzo","Italy",15.23,38.22
"Milcovul","Romania",27.25,45.65
"Mildenhall","UK",-1.7,51.42
"Milesion","Greece",23.8,38.28
"Milevsko","Czech Republic",14.36,49.45
"Milford Haven","UK",-5.03,51.72
"Milharado","Portugal",-9.19,38.95
"Milheiros","Portugal",-8.57,41.22
"Milheiros de Poiares","Portugal",-8.46,40.92
